case_study,water_type,variable,value,unit,reference,source_or_use,scenario
kbhdp,kbhdp_brackish_high,potassium,0.019,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_high,silicon_dioxide,0.0345,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_high,sodium,0.825,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_high,sulfate,0.29,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_high,tds,2.75,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_low,alkalinity_as_caco3,0.08,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_low,calcium,0.13,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_low,chloride,1.18,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_low,electrical_conductivity,4200,S/m,nawi,source,baseline
kbhdp,kbhdp_brackish_low,flow,1.336278,m3/s,nawi,source,baseline
kbhdp,kbhdp_brackish_low,magnesium,0.03,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_low,ph_max,7.6,pH,nawi,source,baseline
kbhdp,kbhdp_brackish_low,ph_min,7.6,pH,nawi,source,baseline
kbhdp,kbhdp_brackish_low,potassium,0.016,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_low,silicon_dioxide,0.031,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_low,sodium,0.77,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_low,sulfate,0.23,kg/m3,nawi,source,baseline
kbhdp,kbhdp_brackish_low,tds,2.5,kg/m3,nawi,source,baseline
kern_county,produced_water,arsenic,0.0000162,kg/m3,nawi,source,baseline
kern_county,produced_water,boron,0.03,kg/m3,nawi,source,baseline
kern_county,produced_water,chloride,0.116,kg/m3,nawi,source,baseline
kern_county,produced_water,electrical_conductivity,0.0772,S/m,nawi,source,baseline
kern_county,produced_water,flow,0.963889,m3/s,nawi,source,baseline
kern_county,produced_water,ph_max,7.5,pH,nawi,source,baseline
kern_county,produced_water,ph_min,7.5,pH,nawi,source,baseline
kern_county,produced_water,sodium,0.12,kg/m3,nawi,source,baseline
kern_county,produced_water,tds,10,kg/m3,nawi,source,baseline
kern_county,surface_water,arsenic,0.0000042,kg/m3,nawi,source,baseline
kern_county,surface_water,boron,0.00012,kg/m3,nawi,source,baseline
kern_county,surface_water,chloride,0.012,kg/m3,nawi,source,baseline
kern_county,surface_water,electrical_conductivity,0.0127,S/m,nawi,source,baseline
kern_county,surface_water,flow,1.7525,m3/s,nawi,source,baseline
kern_county,surface_water,ph_max,7.5,pH,nawi,source,baseline
kern_county,surface_water,ph_min,7.5,pH,nawi,source,baseline
kern_county,surface_water,sodium,0.012,kg/m3,nawi,source,baseline
kern_county,surface_water,tds,0.081,kg/m3,nawi,source,baseline
lithium,lithium_brine,boron,0.05,kg/m3,nawi,source,baseline
lithium,lithium_brine,calcium,0.45,kg/m3,nawi,source,baseline
lithium,lithium_brine,chloride,72.6,kg/m3,nawi,source,baseline
lithium,lithium_brine,flow,0.4561316,m3/s,nawi,source,baseline
lithium,lithium_brine,lithium,0.16,kg/m3,nawi,source,baseline
lithium,lithium_brine,magnesium,0.19,kg/m3,nawi,source,baseline
lithium,lithium_brine,potassium,4,kg/m3,nawi,source,baseline
lithium,lithium_brine,sodium,46.9,kg/m3,nawi,source,baseline
lithium,lithium_brine,sulfate,3.4,kg/m3,nawi,source,baseline
lithium,lithium_brine,tds,139,kg/m3,nawi,source,baseline
lithium,lithium_brine,tss,0.035,kg/m3,nawi,source,baseline
monterey_one,secondary_ww,alkalinity_as_caco3,0.379,kg/m3,nawi,source,baseline
monterey_one,secondary_ww,chloride,0.233,kg/m3,nawi,source,baseline
monterey_one,secondary_ww,electrical_conductivity,0.17,S/m,nawi,source,baseline
monterey_one,secondary_ww,flow,1.6868,m3/s,nawi,source,baseline
monterey_one,secondary_ww,lead,0.048,kg/m3,nawi,source,baseline
monterey_one,secondary_ww,nitrate,0.0016,kg/m3,nawi,source,baseline
monterey_one,secondary_ww,nitrate_as_nitrogen,0.0056,kg/m3,nawi,source,baseline
monterey_one,secondary_ww,ph_max,7.4,pH,nawi,source,baseline
monterey_one,secondary_ww,ph_min,7.4,pH,nawi,source,baseline
monterey_one,secondary_ww,sulfate,0.106,kg/m3,nawi,source,baseline
monterey_one,secondary_ww,tds,0.846,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,aluminum,0.00000616,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,arsenic,0.00000051,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,barium,0.0000452,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,boron,0.0004,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,bromide,0.000001,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,calcium,0.08045,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,chloride,0.29792,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,chromium,0.00000019,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,cyanide_as_free,0.00000267,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,electrical_conductivity,0.17,S/m,nawi,source,baseline
ocwd,ocwd_feed,flow,5.695642755,m3/s,nawi,source,baseline
ocwd,ocwd_feed,fluoride,0.00097,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,hardness,0.312,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,iron,0.000302,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,lead,0.000001,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,magnesium,0.027,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,manganese,0.0000526,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,mercury,0.000001,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,nickel,0.00000466,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,nitrate_as_nitrogen,0.00864,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,nitrite_as_nitrogen,0.00069,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,ph_max,7.28,pH,nawi,source,baseline
ocwd,ocwd_feed,ph_min,7.28,pH,nawi,source,baseline
ocwd,ocwd_feed,phosphates,0.00052,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,potassium,0.019,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,selenium,0.00000106,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,silicon,0.02104,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,silver,0.000001,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,sodium,0.23158,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,sulfate,0.18825,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,tds,0.98555,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,toc,0.00953,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,total_coliforms_fecal_ecoli,294.1962,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,trihalomethanes,0.00000032,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,tss,0.006525,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,turbidity,0.0016,kg/m3,nawi,source,baseline
ocwd,ocwd_feed,zinc,0.0000153,kg/m3,nawi,source,baseline
produced_water_injection,produced_water_for_dw,flow,0.0459722,m3/s,nawi,source,baseline
produced_water_injection,produced_water_for_dw,ph_max,7.6,pH,nawi,source,baseline
produced_water_injection,produced_water_for_dw,ph_min,7.6,pH,nawi,source,baseline
produced_water_injection,produced_water_for_dw,potassium,0.016,kg/m3,nawi,source,baseline
produced_water_injection,produced_water_for_dw,silicon_dioxide,0.031,kg/m3,nawi,source,baseline
produced_water_injection,produced_water_for_dw,sodium,0.77,kg/m3,nawi,source,baseline
produced_water_injection,produced_water_for_dw,sulfate,0.23,kg/m3,nawi,source,baseline
produced_water_injection,produced_water_for_dw,tds,2.5,kg/m3,nawi,source,baseline
pulp_and_paper,corrosive_sewer,bod30,0.2,kg/m3,nawi,source,baseline
pulp_and_paper,corrosive_sewer,flow,0.24535,m3/s,nawi,source,baseline
pulp_and_paper,corrosive_sewer,ph_max,8.5,pH,nawi,source,baseline
pulp_and_paper,corrosive_sewer,ph_min,7,pH,nawi,source,baseline
pulp_and_paper,corrosive_sewer,thallium,0.06,kg/m3,nawi,source,baseline
pulp_and_paper,corrosive_sewer,tss,0.025,kg/m3,nawi,source,baseline
pulp_and_paper,main_sewer,bod30,0.675,kg/m3,nawi,source,baseline
pulp_and_paper,main_sewer,flow,0.762339,m3/s,nawi,source,baseline
pulp_and_paper,main_sewer,ph_max,8.5,pH,nawi,source,baseline
pulp_and_paper,main_sewer,ph_min,7,pH,nawi,source,baseline
pulp_and_paper,main_sewer,thallium,0.21,kg/m3,nawi,source,baseline
pulp_and_paper,main_sewer,tss,0.07,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,arsenic,0.000013,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,boron,0.00315,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,calcium,0.000483,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,chromium,0.0000145,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,electrical_conductivity,1.551,S/m,nawi,source,baseline
san_luis,irrigation_and_drainage,flow,0.012618,m3/s,nawi,source,baseline
san_luis,irrigation_and_drainage,iron,0.000964,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,manganese,0.000028,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,mercury,0.0000015,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,molybdenum,0.000204,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,nitrate_as_nitrogen,0.0125,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,ph_max,7.8,pH,nawi,source,baseline
san_luis,irrigation_and_drainage,ph_min,6,pH,nawi,source,baseline
san_luis,irrigation_and_drainage,phosphates,0.000064,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,selenium,0.000209,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,sulfate,7.2255,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,tds,12.408,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,turbidity,0.0004,kg/m3,nawi,source,baseline
san_luis,irrigation_and_drainage,uranium,33.1,pCi/L,nawi,source,baseline
san_luis,irrigation_and_drainage,arsenic,0.000013,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,boron,0.00315,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,calcium,0.000483,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,chromium,0.0000145,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,electrical_conductivity,1.551,S/m,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,flow,0.065718955,m3/s,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,iron,0.000964,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,manganese,0.000028,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,mercury,0.0000015,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,molybdenum,0.000204,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,nitrate_as_nitrogen,0.0125,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,ph_max,7.8,pH,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,ph_min,6,pH,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,phosphates,0.000064,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,selenium,0.000209,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,sulfate,7.2255,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,tds,12.408,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,turbidity,0.0004,kg/m3,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,uranium,33.1,pCi/L,nawi,source,1p5_mgd
san_luis,irrigation_and_drainage,arsenic,0.000013,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,boron,0.00315,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,calcium,0.000483,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,chromium,0.0000145,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,electrical_conductivity,1.551,S/m,nawi,source,3_mgd
san_luis,irrigation_and_drainage,flow,0.13143791,m3/s,nawi,source,3_mgd
san_luis,irrigation_and_drainage,iron,0.000964,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,manganese,0.000028,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,mercury,0.0000015,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,molybdenum,0.000204,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,nitrate_as_nitrogen,0.0125,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,ph_max,7.8,pH,nawi,source,3_mgd
san_luis,irrigation_and_drainage,ph_min,6,pH,nawi,source,3_mgd
san_luis,irrigation_and_drainage,phosphates,0.000064,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,selenium,0.000209,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,sulfate,7.2255,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,tds,12.408,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,turbidity,0.0004,kg/m3,nawi,source,3_mgd
san_luis,irrigation_and_drainage,uranium,33.1,pCi/L,nawi,source,3_mgd
san_luis,irrigation_and_drainage,arsenic,0.000013,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,boron,0.00315,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,calcium,0.000483,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,chromium,0.0000145,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,electrical_conductivity,1.551,S/m,nawi,source,5_mgd
san_luis,irrigation_and_drainage,flow,0.219063183,m3/s,nawi,source,5_mgd
san_luis,irrigation_and_drainage,iron,0.000964,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,manganese,0.000028,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,mercury,0.0000015,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,molybdenum,0.000204,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,nitrate_as_nitrogen,0.0125,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,ph_max,7.8,pH,nawi,source,5_mgd
san_luis,irrigation_and_drainage,ph_min,6,pH,nawi,source,5_mgd
san_luis,irrigation_and_drainage,phosphates,0.000064,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,selenium,0.000209,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,sulfate,7.2255,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,tds,12.408,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,turbidity,0.0004,kg/m3,nawi,source,5_mgd
san_luis,irrigation_and_drainage,uranium,33.1,pCi/L,nawi,source,5_mgd
san_luis,irrigation_and_drainage,arsenic,0.000013,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,boron,0.00315,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,calcium,0.000483,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,chromium,0.0000145,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,electrical_conductivity,1.551,S/m,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,flow,0.065718955,m3/s,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,iron,0.000964,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,manganese,0.000028,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,mercury,0.0000015,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,molybdenum,0.000204,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,nitrate_as_nitrogen,0.0125,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,ph_max,7.8,pH,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,ph_min,6,pH,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,phosphates,0.000064,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,selenium,0.000209,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,sulfate,7.2255,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,tds,12.408,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,turbidity,0.0004,kg/m3,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,uranium,33.1,pCi/L,nawi,source,stage_1p5mgd
san_luis,irrigation_and_drainage,arsenic,0.000013,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,boron,0.00315,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,calcium,0.000483,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,chromium,0.0000145,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,electrical_conductivity,1.551,S/m,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,flow,0.065718955,m3/s,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,iron,0.000964,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,manganese,0.000028,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,mercury,0.0000015,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,molybdenum,0.000204,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,nitrate_as_nitrogen,0.0125,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,ph_max,7.8,pH,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,ph_min,6,pH,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,phosphates,0.000064,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,selenium,0.000209,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,sulfate,7.2255,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,tds,12.408,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,turbidity,0.0004,kg/m3,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,uranium,33.1,pCi/L,nawi,source,stage_1p5mgd_nano
san_luis,irrigation_and_drainage,arsenic,0.000013,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,boron,0.00315,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,calcium,0.000483,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,chromium,0.0000145,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,electrical_conductivity,1.551,S/m,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,flow,0.065718955,m3/s,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,iron,0.000964,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,manganese,0.000028,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,mercury,0.0000015,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,molybdenum,0.000204,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,nitrate_as_nitrogen,0.0125,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,ph_max,7.8,pH,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,ph_min,6,pH,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,phosphates,0.000064,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,selenium,0.000209,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,sulfate,7.2255,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,tds,12.408,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,turbidity,0.0004,kg/m3,nawi,source,stage_1p5mgd_edr
san_luis,irrigation_and_drainage,uranium,33.1,pCi/L,nawi,source,stage_1p5mgd_edr
santa_barbara_x,seawater,boron,0.0044,kg/m3,nawi,source,baseline
santa_barbara_x,seawater,bromide,0.0663,kg/m3,nawi,source,baseline
santa_barbara_x,seawater,calcium,0.4096,kg/m3,nawi,source,baseline
santa_barbara_x,seawater,chloride,19.162,kg/m3,nawi,source,baseline
santa_barbara,seawater,flow,0.3092,m3/s,nawi,source,baseline
santa_barbara_x,seawater,magnesium,1.278,kg/m3,nawi,source,baseline
santa_barbara_x,seawater,ph_max,7,pH,nawi,source,baseline
santa_barbara_x,seawater,ph_min,7,pH,nawi,source,baseline
santa_barbara_x,seawater,potassium,0.3953,kg/m3,nawi,source,baseline
santa_barbara_x,seawater,sodium,10.679,kg/m3,nawi,source,baseline
santa_barbara_x,seawater,strontium,0.0013,kg/m3,nawi,source,baseline
santa_barbara_x,seawater,sulfate,2.68,kg/m3,nawi,source,baseline
santa_barbara,seawater,tds,35,kg/m3,nawi,source,baseline
santa_barbara_x,seawater,tss,0.03,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,aluminum,0.00000616,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,arsenic,0.00000051,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,barium,0.0000452,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,bod,0.28,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,boron,0.0004,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,bromide,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,calcium,0.0805,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,chloride,0.29792,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,chromium,0.00000019,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,cyanide_as_free,0.00000267,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,electrical_conductivity,0.17,S/m,nawi,source,baseline
solaire,solaire_blackwater,flow,0.000219,m3/s,nawi,source,baseline
solaire,solaire_blackwater,fluoride,0.00097,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,hardness,0.312,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,iron,0.000302,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,lead,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,magnesium,0.027,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,manganese,0.0000526,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,mercury,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,nickel,0.00000466,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,nitrate,0.05,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,nitrate_as_nitrogen,0.00864,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,nitrite_as_nitrogen,0.00069,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,ph_max,7.28,pH,nawi,source,baseline
solaire,solaire_blackwater,ph_min,7.28,pH,nawi,source,baseline
solaire,solaire_blackwater,phosphates,0.00052,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,potassium,0.01897,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,selenium,0.00000106,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,silicon,0.02104,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,silver,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,sodium,0.23158,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,sulfate,0.188,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,tds,0.98555,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,toc,0.00953,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,total_coliforms_fecal_ecoli,294.19623,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,trihalomethanes,0.00000032,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,tss,0.00653,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,turbidity,0.0016,kg/m3,nawi,source,baseline
solaire,solaire_blackwater,zinc,0.0000153,kg/m3,nawi,source,baseline
solaire,solaire_graywater,aluminum,0.00000616,kg/m3,nawi,source,baseline
solaire,solaire_graywater,arsenic,0.00000051,kg/m3,nawi,source,baseline
solaire,solaire_graywater,barium,0.0000452,kg/m3,nawi,source,baseline
solaire,solaire_graywater,bod,0.25,kg/m3,nawi,source,baseline
solaire,solaire_graywater,boron,0.0004,kg/m3,nawi,source,baseline
solaire,solaire_graywater,bromide,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_graywater,calcium,0.0805,kg/m3,nawi,source,baseline
solaire,solaire_graywater,chloride,0.298,kg/m3,nawi,source,baseline
solaire,solaire_graywater,chromium,0.00000019,kg/m3,nawi,source,baseline
solaire,solaire_graywater,cyanide_as_free,0.00000267,kg/m3,nawi,source,baseline
solaire,solaire_graywater,electrical_conductivity,0.17,S/m,nawi,source,baseline
solaire,solaire_graywater,flow,0.000876,m3/s,nawi,source,baseline
solaire,solaire_graywater,fluoride,0.00097,kg/m3,nawi,source,baseline
solaire,solaire_graywater,hardness,0.312,kg/m3,nawi,source,baseline
solaire,solaire_graywater,iron,0.000302,kg/m3,nawi,source,baseline
solaire,solaire_graywater,lead,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_graywater,magnesium,0.027,kg/m3,nawi,source,baseline
solaire,solaire_graywater,manganese,0.0000526,kg/m3,nawi,source,baseline
solaire,solaire_graywater,mercury,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_graywater,nickel,0.00000466,kg/m3,nawi,source,baseline
solaire,solaire_graywater,nitrate,0.04,kg/m3,nawi,source,baseline
solaire,solaire_graywater,nitrate_as_nitrogen,0.00864,kg/m3,nawi,source,baseline
solaire,solaire_graywater,nitrite_as_nitrogen,0.00069,kg/m3,nawi,source,baseline
solaire,solaire_graywater,ph_max,7.28,pH,nawi,source,baseline
solaire,solaire_graywater,ph_min,7.28,pH,nawi,source,baseline
solaire,solaire_graywater,phosphates,0.00052,kg/m3,nawi,source,baseline
solaire,solaire_graywater,potassium,0.01897,kg/m3,nawi,source,baseline
solaire,solaire_graywater,selenium,0.00000106,kg/m3,nawi,source,baseline
solaire,solaire_graywater,silicon,0.02104,kg/m3,nawi,source,baseline
solaire,solaire_graywater,silver,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_graywater,sodium,0.23158,kg/m3,nawi,source,baseline
solaire,solaire_graywater,sulfate,0.18825,kg/m3,nawi,source,baseline
solaire,solaire_graywater,tds,0.98555,kg/m3,nawi,source,baseline
solaire,solaire_graywater,toc,0.00953,kg/m3,nawi,source,baseline
solaire,solaire_graywater,total_coliforms_fecal_ecoli,294.19623,kg/m3,nawi,source,baseline
solaire,solaire_graywater,trihalomethanes,0.00000032,kg/m3,nawi,source,baseline
solaire,solaire_graywater,tss,0.006525,kg/m3,nawi,source,baseline
